id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,DSE_threshold,DSE_b_entropy,category_dse
train::22840,['2017'],"February 12, 2023",0.0,"['February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023', 'February 12, 2023']",-0.0,when was the last superbowl the eagles went to?,-0.0125782042741775,False,0.32561809404461245,0,incorrect_high
train::22841,['6–10 September 1914'],"September 6–12, 1914",1.0,"['September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914', 'September 6–12, 1914']",-0.0,when did the battle of marne take place?,-0.0067519373260438,False,0.32561809404461245,0,incorrect_high
train::22842,['May 1953'],1955,0.0,"['1955', '1955', '1955', '1955', '1955', '1955', '1955', '1955', '1955', '1955']",-0.0,when did the first mcdonald's franchise open?,-0.0206075310707092,False,0.32561809404461245,0,incorrect_high
train::22845,['1967'],1960s (post-Vatican II),0.0,"['1960s (post-Vatican II)', '1962-1965 (Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)', '1960s (post-Vatican II)']",0.3250829733914482,when did catholic mass change from latin to english?,-0.005256877746433,True,0.32561809404461245,0,correct_high
train::22846,['High Uintas Wilderness'],The Cascade Mountains.,0.0,"['The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.', 'The Cascade Mountains.']",-0.0,where did they crash in the mountain between us?,-0.0076711829751729,False,0.32561809404461245,0,incorrect_high
train::22848,['reaction of the metals'],Chemical reaction between metals and the lemon juice.,0.0,"['Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the citric acid.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.', 'Chemical reaction between metals and the lemon juice.']",0.3250829733914482,where does the electricity come from in a lemon battery?,-0.0019551464356482,True,0.32561809404461245,0,correct_high
train::22850,"['3,734,090']",4.5 million,0.0,"['4.5 million', '4.5 million', '4.5 million', '4.5 million', '4.5 million', '4.5 million', '4.5 million', '4.5 million', '4.5 million', '4.5 million']",-0.0,what is the population of the detroit metro area?,-0.6326868534088135,False,0.32561809404461245,0,incorrect_high
train::22851,"['Dutch', 'Spanish', 'English', 'Italian', 'French', 'Irish']",French.,1.0,"['French.', 'French.', 'French.', 'French.', 'French.', 'French.', 'French.', 'French.', 'French.', 'French.']",-0.0,where does the last name morin come from?,-0.0041252998635172,True,0.32561809404461245,0,correct_high
train::22852,['salt or halite'],Salt,1.0,"['Salt', 'Salt', 'Salt', 'Salt', 'Salt', 'Salt', 'Salt.', 'Salt', 'Salt.', 'Salt.']",-0.0,sodium chloride is a chemical name of which substance?,-0.0001728385395836,True,0.32561809404461245,0,correct_high
train::22853,"['April 27, 2006']",April 2006,1.0,"['April 27, 2006', 'April 2006', 'April 27, 2006', 'April 2006', 'April 27, 2006', 'April 2006', 'April 2006', 'April 2006', 'April 2006', 'April 27, 2006']",0.6730116670092565,when did they start building the new world trade center?,-0.0381256453692913,True,0.32561809404461245,1,correct_low
train::22854,"['Hans Zimmer', 'Benjamin Wallfisch']",Hans Zimmer and Benjamin Wallfisch,1.0,"['Hans Zimmer and Benjamin Wallfisch', 'Hans Zimmer and Benjamin Wallfisch', 'Hans Zimmer and Benjamin Wallfisch.', 'Hans Zimmer and Benjamin Wallfisch', 'Hans Zimmer & Benjamin Wallfisch', 'Hans Zimmer and Benjamin Wallfisch', 'Hans Zimmer and Benjamin Wallfisch.', 'Hans Zimmer and Benjamin Wallfisch', 'Hans Zimmer and Benjamin Wallfisch', 'Hans Zimmer and Benjamin Wallfisch']",-0.0,who wrote the score for blade runner 2049?,-0.0009401192655786,True,0.32561809404461245,0,correct_high
train::22858,['grass'],Grass,1.0,"['Grass.', 'Grass.', 'Grass', 'Grass.', 'Perennial ryegrass.', 'Grass', 'Grass', 'Grass', 'Grass', 'Grass']",0.3250829733914482,what are the tennis courts at wimbledon made from?,-0.0052982629276812,True,0.32561809404461245,0,correct_high
train::22861,['Mona Vanderwaal'],CeCe Drake (Charlotte DiLaurentis),0.0,"['CeCe Drake/Charlotte DiLaurentis', 'CeCe Drake (Charlotte DiLaurentis)', 'Caleb Rivers', 'CeCe Drake (Charlotte DiLaurentis)', 'CeCe Drake/Charlotte DiLaurentis', 'CeCe Drake/Charlotte DiLaurentis', 'CeCe Drake (Charlotte DiLaurentis)', 'CeCe Drake (Charlotte DiLaurentis)', 'CeCe Drake/Charlotte DiLaurentis', 'Caleb Rivers']",0.5004024235381879,who is an a in pretty little liars?,-0.0028398206923156,True,0.32561809404461245,1,correct_low
train::22863,['Hunter Haley King'],Hunter King,1.0,"['Hunter King', 'Hunter King', 'Hunter King', 'Hunter King', 'Hunter King', 'Hunter King', 'Hunter King', 'Hunter King', 'Hunter King', 'Hunter King']",-0.0,who plays summer on young and the restless?,-0.1003544256091117,True,0.32561809404461245,0,correct_high
train::22865,['Christopher Paul Gardner'],Chris Gardner,0.0,"['Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner', 'Chris Gardner']",-0.0,who is the movie the pursuit of happiness based on?,-0.0032170468475669,True,0.32561809404461245,0,correct_high
train::22866,['Pope Boniface VIII'],Pope Boniface VIII,1.0,"['Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII', 'Pope Boniface VIII']",-0.0,who declared that every creature is subject to the pope for salvation?,-0.0076660960912704,True,0.32561809404461245,0,correct_high
train::22867,"['September 22, 2016']","September 22, 2016",1.0,"['September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016', 'September 22, 2016']",-0.0,when did grey's anatomy season 13 start?,-0.0022224506828933,True,0.32561809404461245,0,correct_high
train::22868,['Jack McBrayer'],Jack McBrayer,1.0,"['Jack McBrayer', 'Jack McBrayer', 'Jack McBrayer', 'Jack McBrayer', 'Joe Manganiello', 'Jack McBrayer', 'Jack McBrayer', 'Jack McBrayer', 'Jack McBrayer', 'Jack McBrayer']",0.3250829733914482,who plays clumsy in smurfs the lost village?,-0.0098321670666337,True,0.32561809404461245,0,correct_high
train::22869,['13'],Thirteen,0.0,"['13', '13', 'Thirteen', '13', 'Thirteen', 'Thirteen', 'Thirteen', 'Thirteen', 'Thirteen', 'Thirteen']",-0.0,how many items are there in a baker's dozen?,-0.0004855407460127,True,0.32561809404461245,0,correct_high
train::22872,"['Moscow, Soviet Union,']",Moscow (1980) & Los Angeles (1984,0.0,"['Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984', 'Moscow (1980) & Los Angeles (1984']",-0.0,where were the olympics held in the 1980s?,-0.0011956692906096,True,0.32561809404461245,0,correct_high
train::22875,['David Michael Draiman'],David Draiman,1.0,"['David Draiman', 'David Draiman', 'David Draiman', 'David Draiman', 'David Draiman', 'David Draiman', 'David Draiman', 'David Draiman', 'David Draiman', 'David Draiman']",-0.0,who is the lead singer of the group disturbed?,-3.7735204696655273,True,0.32561809404461245,0,correct_high
train::22876,['Confederate'],Confederacy,0.0,"['Confederacy', 'Confederacy', 'Confederacy', 'Confederacy', 'Confederacy', 'Confederacy', 'Confederacy', 'Confederacy', 'Confederacy', 'Confederacy']",-0.0,who won the battle of bull run union or confederacy?,-0.0017358487239107,True,0.32561809404461245,0,correct_high
train::22877,['161.8\xa0cm'],5 feet 4 inches,0.0,"['5\'4""', '5\'4""', '5 ft 4 in (162.6 cm)', '5 foot 4 inches', '5 feet 4 inches (162.6 cm)', '5 feet 4 inches (162.6 cm)', '5\'4""', '5’4” (162.6 cm)', '5\'4""', '5 ft 4 in (162.6 cm)']",0.6931471805599453,average height of a woman in the usa?,-0.0086601404473185,True,0.32561809404461245,1,correct_low
train::22878,['Bharat Ratna'],Bharat Ratna,1.0,"['Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna', 'Bharat Ratna']",-0.0,which one is the highest award in india?,-0.000449675542768,True,0.32561809404461245,0,correct_high
train::22879,['1950'],Never.,0.0,"['Never.', 'Never.', 'Never. (India has never qualified for the FIFA World Cup.)', 'Never.', 'Never.', 'Never.', 'Never.', 'Never.', 'Never.', 'Never.']",-0.0,in which year india qualified for world cup football?,-0.0059670638293027,False,0.32561809404461245,0,incorrect_high
train::22880,['Brad Rutter'],Ken Jennings,0.0,"['Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings', 'Ken Jennings']",-0.0,who holds the record for most jeopardy wins?,-0.0160948801785707,False,0.32561809404461245,0,incorrect_high
train::22881,['sequential manual gearboxes'],Sequential,1.0,"['Sequential', 'Sequential', 'Sequential', 'Sequential', 'Sequential', 'Sequential', 'Sequential', 'Sequential', 'Sequential', 'Sequential']",-0.0,what kind of gearbox do rally cars use?,-0.0010577804641798,True,0.32561809404461245,0,correct_high
train::22882,['three'],Three.,1.0,"['Three', 'Three.', 'Three', 'Three.', 'Three.', 'Three', 'Three.', 'Three.', 'Three.', 'Three']",-0.0,what is the fewest number of electoral votes any state has?,-0.0004682636354118,True,0.32561809404461245,0,correct_high
train::22883,"['Jack and the Beanstalk', 'Cinderella', 'Little Red Riding Hood', 'Rapunzel']","Cinderella, Little Red Riding Hood, Jack and the Beanstalk,",1.0,"['Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,', 'Cinderella, Little Red Riding Hood, Jack and the Beanstalk,']",-0.0,what are the fairy tales in into the woods?,-0.0015219782944768,True,0.32561809404461245,0,correct_high
train::22884,['Denali'],Denali (Mount McKinley),1.0,"['Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)', 'Denali (Mount McKinley)']",-0.0,whats the highest mountain in the united states?,-0.0006559127941727,True,0.32561809404461245,0,correct_high
train::22885,"['John Major', 'Theresa May', 'David Cameron', 'Margaret Thatcher', 'Tony Blair', 'James Callaghan', 'Edward Heath', 'Gordon Brown', 'Harold Wilson']","Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,",0.0,"['Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,', 'Sunak, Truss, Johnson, May, Cameron, Clegg, Brown,']",-0.0,who were the last 10 prime ministers of england?,-4.018266677856445,True,0.32561809404461245,0,correct_high
train::22886,['2 June 2018'],November 2023,0.0,"['November 2023', 'November 2023.', 'November 2023.', 'November 2023.', 'November 2023.', 'November 2023.', 'November 2023.', 'November 2023.', 'November 2023.', 'November 2023.']",-0.0,when did wales last beat south africa in rugby?,-0.0549778789281845,False,0.32561809404461245,0,incorrect_high
train::22887,['Kansas'],Missouri.,0.0,"['Missouri.', 'Missouri', 'Missouri', 'Missouri.', 'Missouri.', 'Missouri', 'Missouri.', 'Missouri.', 'Missouri.', 'Missouri.']",-0.0,where was the battle of mine creek fought?,-0.0028483793139457,False,0.32561809404461245,0,incorrect_high
train::22888,"['October 6, 2017']","October 6, 2017",1.0,"['October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017']",-0.0,when does the movie the florida project come out?,-0.0022306579630821,True,0.32561809404461245,0,correct_high
train::22889,"['Mortimer Wheeler', 'John Marshall', 'Ahmad Hasan Dani', 'D. K. Dikshitar', 'Kashinath Narayan Dikshit', 'Ernest Mackay', 'George F. Dales']",Sir John Marshall,1.0,"['Sir John Marshall', 'Sir John Marshall', 'Sir John Marshall', 'Sir John Marshall', 'Sir John Marshall', 'Sir John Marshall', 'Sir John Marshall', 'Sir John Marshall', 'R.D. Banerji', 'Sir John Marshall']",0.3250829733914482,who executed the site of mohenjo daro in sindhi?,-0.0111066903918981,True,0.32561809404461245,0,correct_high
train::2289,['Franklin D. Roosevelt'],Franklin D. Roosevelt,1.0,"['Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt', 'Franklin D. Roosevelt']",-0.0,last us president to serve more than two terms?,-0.0019594295881688,True,0.32561809404461245,0,correct_high
train::22892,"['Jacob', 'Brad', 'Triple Trunks', 'First Mate']",Birdperson,0.0,"['Birdperson', 'Birdperson', 'Birdperson', 'Jerrick.', 'Birdperson.', 'Birdperson', 'Birdperson.', 'Jerrick.', 'Jerrick.', 'Birdperson.']",0.6108643020548935,who does echo kellum play in rick and morty?,-0.0161032080650329,False,0.32561809404461245,1,incorrect_low
train::22899,"['27,064.11']","38,000+ (fluctuates)",0.0,"['38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)', '38,000+ (fluctuates)']",-0.0,what is the highest number of the dow?,-2.46407413482666,False,0.32561809404461245,0,incorrect_high
train::22900,['Timberlake'],Justin Timberlake,1.0,"['Justin Timberlake.', 'Justin Timberlake.', 'Justin Timberlake.', 'Justin Timberlake', 'Justin Timberlake', 'Justin Timberlake', 'Justin Timberlake', 'Justin Timberlake', 'Justin Timberlake.', 'Justin Timberlake']",-0.0,who did the vocals for the mcdonald's jingle i'm lovin' it?,-0.0098431454971432,True,0.32561809404461245,0,correct_high
train::22901,['New York'],New York City,1.0,"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",-0.0,what is the most populous city in the usa?,-0.0046579665504395,True,0.32561809404461245,0,correct_high
train::22902,"['Duars, Chos and Terai', 'Siwalik', 'Margalla']",Shiwaliks,0.0,"['Shiwaliks (or Churia Hills)', 'Shiwaliks', 'Shiwaliks', 'Shiwaliks (or Sivalik Hills)', 'Shiwaliks (or Churia Hills)', 'Shiwaliks (or Churia)', 'Shiwaliks (or Sivalik Hills)', 'Shiwaliks', 'Shiwaliks', 'Shiwaliks (or Terai)']",1.4708084763221112,the foot hill areas of the himalayas are called?,-0.0007235769880935,True,0.32561809404461245,1,correct_low
train::22903,['milk'],Milk.,1.0,"['Milk.', 'Milk.', 'Milk.', 'Milk.', 'Milk.', 'Milk.', 'Milk.', 'Milk.', 'Milk.', 'Milk.']",-0.0,where does the protein in yogurt come from?,-0.0005191409145481,True,0.32561809404461245,0,correct_high
train::22906,['the Communards'],Thelma Houston,0.0,"[""Harold Melvin & the Blue Notes (though Thelma Houston's version is"", 'Thelma Houston', 'Thelma Houston', 'Thelma Houston', 'Harold Melvin & the Blue Notes (though Thelma Houston’s version is', 'Thelma Houston', ""Harold Melvin & the Blue Notes (though Thelma Houston's version is"", 'Thelma Houston', ""Harold Melvin & the Blue Notes (though Thelma Houston's version is"", ""Harold Melvin & the Blue Notes (though Thelma Houston's version is""]",0.6931471805599453,who sang don't leave me this way in 1986?,-0.0097921499982476,False,0.32561809404461245,1,incorrect_low
train::22907,['LeBron James'],Luka Dončić,0.0,"['Luka Dončić', 'Luka Dončić (2024)', 'Luka Dončić', 'Shai Gilgeous-Alexander', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Shai Gilgeous-Alexander', 'Luka Dončić']",0.8018185525433373,who won the mvp at the all-star game?,-0.0337686352431774,False,0.32561809404461245,1,incorrect_low
train::2291,['Jyoti Basu'],Jyoti Basu,1.0,"['Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu', 'Jyoti Basu']",-0.0,who has held the office for chief minister for the longest time?,-0.1799099743366241,True,0.32561809404461245,0,correct_high
train::22912,['Millie Bobby Brown'],Millie Bobby Brown,1.0,"['Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown', 'Millie Bobby Brown']",-0.0,who is the girl that plays 11 on stranger things?,-0.0003269376175012,True,0.32561809404461245,0,correct_high
train::22913,['2016'],"July 18, 2016",1.0,"['July 18, 2016', 'July 18, 2016', 'July 18, 2016', 'July 18, 2016', 'July 2016', 'July 18, 2016', 'July 18, 2016', 'July 18, 2016', 'July 18, 2016', 'July 2016']",0.5004024235381879,when did d wade go to the bulls?,-0.0059643383137881,True,0.32561809404461245,1,correct_low
train::22915,"['Pittsburgh Penguins', 'Nashville Predators']",Vegas Golden Knights and Florida Panthers,0.0,"['Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers.', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers', 'Vegas Golden Knights and Florida Panthers']",-0.0,who played in last year's stanley cup finals?,-0.0019696613308042,False,0.32561809404461245,0,incorrect_high
train::22917,['the final episode'],"Season 6, episode 12.",0.0,"['Season 6, episode 12.', 'Season 6, episode 13.', 'Season 6, episode 13.', 'Season 6, episode 12.', 'Season 6, episode 13.', 'Season 6, episode 13.', 'Season 6, Episode 12.', 'Season 6, Episode 13.', 'Season 6, Episode 12.', 'Season 6, episode 12.']",0.6931471805599453,when does april get pregnant on parks and rec?,-3.52987027168274,False,0.32561809404461245,1,incorrect_low
train::22918,['481'],498 by England vs Netherlands (2022),0.0,"['498 - England vs Netherlands (2022)', '498 - England vs Netherlands, 2022', '498 - England vs Netherlands (2022)', '498 - England vs Netherlands (2022)', '498 by England vs Netherlands (2022)', '498 by England vs Netherlands (2022)', '498 by England vs Netherlands (2022)', '498 - England vs Netherlands (2022)', '498 by England vs Netherlands (2022)', '498 - England vs Netherlands (2022)']",-0.0,most 400+ runs in odi by a team?,-0.0028295977972447,True,0.32561809404461245,0,correct_high
train::2292,['west of Shipdham'],"Shipdham, Norfolk.",0.0,"['Shipdham, Norfolk.', 'Shipdham, Norfolk.', 'Shipdham, Norfolk.', 'Shipdham, Norfolk.', 'Shipdham, Norfolk', 'Shipdham, Norfolk.', 'Shipdham, Norfolk.', 'Shipdham, Norfolk.', 'Shipdham, Norfolk.', 'Shipdham, Norfolk.']",-0.0,where is the source of the river yare?,-0.0025202438700944,True,0.32561809404461245,0,correct_high
train::22920,['1936'],1936,1.0,"['1936', '1936', '1936', '1936', '1936', '1936', '1936', '1936', '1936', '1936']",-0.0,when did the mlb hall of fame start?,-0.0125797344371676,True,0.32561809404461245,0,correct_high
train::22921,['Paul Simon'],Paul Simon,1.0,"['Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon', 'Paul Simon']",-0.0,who wrote still crazy after all these years?,-0.0142235066741704,True,0.32561809404461245,0,correct_high
train::22922,['Joseph Kearns'],Joseph Kearns,1.0,"['Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns', 'Joseph Kearns']",-0.0,who was the first mr wilson on dennis the menace?,-0.0111106988042593,True,0.32561809404461245,0,correct_high
train::22923,"['April 27, 2018']","April 27, 2018",1.0,"['April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018', 'April 27, 2018']",-0.0,when is the releasing date of avengers infinity war?,-0.0036395043134689,True,0.32561809404461245,0,correct_high
train::22924,['1865'],1865,1.0,"['1865', '1865', '1865', '1865', '1865', '1865', '1865', '1865', '1865', '1865']",-0.0,when was the poem o captain my captain written?,-0.0076566319912672,True,0.32561809404461245,0,correct_high
train::22926,['Michelle Tribble'],Alex Belew,0.0,"['Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew', 'Alex Belew']",-0.0,who won the most recent hell's kitchen?,-0.75783771276474,False,0.32561809404461245,0,incorrect_high
train::22927,['Niʻihau'],Niihau,0.0,"['Niihau', 'Niihau', 'Niihau', 'Niihau', 'Niihau', 'Niihau', 'Niihau', 'Niihau', 'Niihau', 'Niihau']",-0.0,what is the name of the forbidden island in hawaii?,-0.000500911148265,True,0.32561809404461245,0,correct_high
train::22928,"['Tokyo', 'Beijing']","Paris, France.",0.0,"['Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.', 'Paris, France.']",-0.0,where are the next olympics to be held?,-0.0005750194541178,False,0.32561809404461245,0,incorrect_high
train::2293,['200'],208,0.0,"['208', '208', '208', '208', '208', '208', '208', '208', '208', '208']",-0.0,how many goals does wayne rooney have in the premier league?,-0.0890506953001022,False,0.32561809404461245,0,incorrect_high
train::22933,['South Africa'],South Africa,1.0,"['South Africa', 'South Africa', 'South Africa', 'South Africa', 'South Africa', 'South Africa', 'South Africa', 'South Africa', 'South Africa', 'South Africa']",-0.0,in which country did the first nando's restaurant open in 1987?,-0.0004101150552742,True,0.32561809404461245,0,correct_high
train::22936,['over $1.3\xa0billion'],$1.347 billion,0.0,"['$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion', '$1.347 billion']",-0.0,how much did the movie black panther make in the box office?,-0.0110832303762435,False,0.32561809404461245,0,incorrect_high
train::22938,['Paul William Walker IV'],Paul Walker,1.0,"['Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker', 'Paul Walker']",-0.0,who was the guy that died in fast and furious?,-0.0161243230104446,True,0.32561809404461245,0,correct_high
train::22939,['Steve Tracy'],Steve Wilder,1.0,"['Steve Wilder', 'Steve Wilder', 'Steve Tracy', 'Steve Wilder', 'Steve Tracy', 'Steve Wilder', 'Steve Wilder', 'Steve Wilder', 'Steve Wilder', 'Steve Wilder']",0.5004024235381879,who played percival in little house on the prairie?,-0.6933120489120483,False,0.32561809404461245,1,incorrect_low
train::2294,['2005'],February 2022 (League Cup),0.0,"['February 2022', 'February 2022 (League Cup)', 'February 2022 (League Cup)', 'February 2024 (League Cup)', 'February 2022', 'February 2022', 'February 2022', 'February 2024 (League Cup)', 'February 2024 (League Cup)', 'February 2022']",1.0296530140645737,when did liverpool last win a major trophy?,-0.1428117156028747,False,0.32561809404461245,1,incorrect_low
train::22940,"['William III of England', 'William']",William and Mary.,1.0,"['William and Mary', 'William and Mary.', 'William and Mary.', 'William and Mary.', 'William and Mary.', 'William and Mary', 'William and Mary.', 'William and Mary.', 'William and Mary.', 'William and Mary.']",-0.0,who came to the throne in the glorious revolution?,-0.0003813969960901,True,0.32561809404461245,0,correct_high
train::22941,['Sikkim'],West Bengal,0.0,"['West Bengal', 'West Bengal', 'West Bengal', 'West Bengal', 'West Bengal', 'West Bengal.', 'West Bengal', 'West Bengal.', 'West Bengal.', 'West Bengal']",-0.0,name the indian state which lies between nepal and bhutan?,-3.7734529972076416,False,0.32561809404461245,0,incorrect_high
train::22943,['David Proval'],Peter Boyle,0.0,"['Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle', 'Peter Boyle']",-0.0,who played stefania's dad on everybody loves raymond?,-0.007658643182367,False,0.32561809404461245,0,incorrect_high
train::22944,"['Rock Hill, South Carolina']",India.,0.0,"['India.', 'China', 'China', 'China', 'China.', 'India.', 'India.', 'China', 'China', 'India.']",0.6730116670092565,where does the hottest chilli in the world come from?,-2.127126455307007,False,0.32561809404461245,1,incorrect_low
train::22945,['10–25 February 2018'],"February 9, 2026",0.0,"['February 9, 2026', 'February 9, 2026', 'February 9, 2026.', 'February 9, 2024', 'February 9, 2026.', 'February 9, 2026', 'February 9, 2026.', 'February 9, 2026', 'February 9, 2026', 'February 9, 2026']",0.3250829733914482,when does men's hockey in the olympics start?,-1.0538805723190308,False,0.32561809404461245,0,incorrect_high
train::22947,"['Black Eyed Peas', 'Jimmy Barnes']",Ed Sheeran,0.0,"['Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran', 'Ed Sheeran']",-0.0,who's singing at the afl grand final?,-0.0264302548021078,False,0.32561809404461245,0,incorrect_high
